   -4.5032853105E+00    1.0765318201E+00    1.4983805325E-02    1.4979763651E-02
   -2.3082956286E-01    1.2711077674E+00    5.9543276523E-01    5.9585183150E-01
    6.6474067637E+00    5.2041375235E-01    8.6821961485E-03    8.6945389042E-03
   -7.6193421032E+00    3.6004816005E-01    1.3418833281E-03    1.3688549642E-03
    7.2583795502E+00    3.2004791965E-01    3.8672229696E-03    3.8720310052E-03
    1.3890590358E+00    1.7100325391E+00    9.7459345289E-01    9.7467988104E-01
    3.0281207387E+00    7.0356049595E-01    3.2470485179E-01    3.2467505398E-01
   -9.2022549614E-01    1.5044931098E+00    2.9853213730E-01    2.9878500931E-01
   -3.7852364333E+00    1.1254453898E+00    2.8991532200E-02    2.9040369241E-02
   -4.9331165709E+00    8.1319261305E-01    1.2729143365E-02    1.2696946614E-02
   -1.1282972203E+00    1.3521540980E+00    2.8485191836E-01    2.8509602676E-01
   -4.3244909676E-01    8.9152785904E-01    6.6357736756E-01    6.6396505179E-01
    6.9651166982E+00    8.0355450641E-01    8.4045048087E-03    8.4003550895E-03
    1.7585223600E+00    6.7584479907E-02    5.2580663664E-01    5.2569930600E-01
    5.6586998667E+00    6.2812648050E-02    1.4691881205E-02    1.4742728342E-02
   -7.6253792888E+00    1.3507697686E+00    4.6441385706E-04    5.0542673910E-04
   -1.4522518223E+00    1.7694134705E-01    5.4803142093E-01    5.4825717609E-01
    4.6835911079E+00    1.7389118854E+00    1.9010452119E-01    1.8995892230E-01
    2.0151708481E+00    1.6434655281E-01    4.6950761391E-01    4.6936393189E-01
   -6.1086876556E+00    2.9866637655E-01    6.6272284756E-03    6.5758218046E-03
    3.5044303409E+00    2.3512719281E-01    1.4112413553E-01    1.4118788084E-01
    7.2271210251E+00    1.9071859690E+00    1.9329130928E-02    1.9382145464E-02
    1.4111198467E+00    6.4910533882E-01    8.6825972680E-01    8.6780820873E-01
   -5.5968098002E+00    2.7946547535E-01    1.1238614298E-02    1.1158168048E-02
    3.2453416860E+00    6.0852627053E-02    1.5270058160E-01    1.5269306927E-01
    1.5070725015E+00    8.1356054287E-01    8.8920265384E-01    8.8878078679E-01
   -2.7998429110E+00    4.5217271446E-01    1.4315901825E-01    1.4346650587E-01
   -7.6463455815E-01    1.5629731906E+00    3.2357378300E-01    3.2386271625E-01
    4.2313752606E+00    1.6917036311E+00    2.7126272478E-01    2.7110556251E-01
   -3.0249212237E+00    6.6329918603E-01    9.4983175274E-02    9.5241126194E-02
   -4.2969030246E+00    1.4015440488E+00    1.3294317684E-02    1.3315269254E-02
    2.8790460054E+00    1.5032027045E+00    6.4421227303E-01    6.4401453778E-01
   -3.5725018534E+00    2.4795694345E-01    8.3808640757E-02    8.3950625900E-02
   -1.9400275627E+00    1.1425249027E+00    1.6740444627E-01    1.6764562630E-01
    3.2848122063E+00    1.1280815693E+00    3.7188360103E-01    3.7179774215E-01
    4.0906364604E-01    3.7349309358E-01    9.9999176283E-01    9.9968375064E-01
   -7.6411092846E+00    6.1271547158E-01    1.0096454878E-03    1.0405031864E-03
   -6.8301136053E+00    2.5004296477E-01    3.3704352406E-03    3.3609057135E-03
   -1.2357292084E+00    1.7854433710E+00    1.7710594050E-01    1.7727292441E-01
    1.1905521548E-01    1.2216123886E+00    7.4813558848E-01    7.4851994364E-01
    3.7977721044E+00    4.7545049729E-02    8.9759396299E-02    8.9778191530E-02
    6.7281551317E+00    6.6272835643E-01    9.2381962322E-03    9.2440926330E-03
    1.5140894146E-01    1.1819941105E+00    7.7490614890E-01    7.7526839193E-01
